title,id,namespace,description,effectiveDate,keyImages,catalogNs,currentPrice,seller,productSlug,urlSlug,url,tags,items,customAttributes,categories,price
Dr. Fetus' Mean Meat Machine,d55e99d790124f2382ba2cad8b458014,040c5764b6844dbda4575c728528fda6,"Help Dr. Fetus create the perfect Meat Boy clone in a unique new twist on the tile-matching puzzle genre. In classic Meat Boy fashion, an endless cavalcade of devious and deadly traps stand between you and victory in this hardcore puzzle game.",2023-06-22T15:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/bac6823734a94f8ea090b73681538155/dr-fetus-mean-meat-machine-142q9.jpg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/bac6823734a94f8ea090b73681538155/dr-fetus-mean-meat-machine-19ifk.jpg'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/bac6823734a94f8ea090b73681538155/dr-fetus-mean-meat-machine-19ifk.jpg'}]","{'mappings': [{'pageSlug': 'dr-fetus-mean-meat-machine-dr-fetus-mean-meat-machine-demo-925c6b'}, {'pageSlug': 'dr-fetus-mean-meat-machine-d6a29e'}]}",999,"{'id': 'o-spnhay87hpg87p8jckfensnks84z8f', 'name': 'Thunderful Publishing'}",,7bbd52287d7a46638b4d32a8db5c9a7e,,"[{'id': '1216'}, {'id': '1298'}, {'id': '21894'}, {'id': '1370'}, {'id': '9547'}]","[{'id': '4f8d5e13c6a84f379169db8f497ce295', 'namespace': '040c5764b6844dbda4575c728528fda6'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'false'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 899, 'originalPrice': 999, 'voucherDiscount': 0, 'discount': 100, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$9.99', 'discountPrice': '$8.99', 'intermediatePrice': '$8.99'}}, 'lineOffers': [{'appliedRules': [{'id': '8fd2c19cf1094e529508605a97a5a5d6', 'endDate': '2023-06-29T15:00:00.000Z', 'discountSetting': {'discountType': 'PERCENTAGE'}}]}]}"
Mars Colonization,f9ed5c30093a4f8ebeb20d2b71a514b6,2e32af4418934f70a72e6a64d4813806,The time has finally come when we can enjoy a new stage in human development!,2023-06-22T11:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/1bfdffad25b44e328c2838283869cb5e/mars-colonization-1e1uh.jpg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/1bfdffad25b44e328c2838283869cb5e/mars-colonization-ewlqd.jpg'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/1bfdffad25b44e328c2838283869cb5e/mars-colonization-ewlqd.jpg'}]",{'mappings': [{'pageSlug': 'mars-colonization-b8958d'}]},199,"{'id': 'o-zejr7w3wpnqtvlbug6r56mn53csnwj', 'name': 'Atomic Fabrik'}",,d4c78c02f6e24b90bf83eb01b203542b,,"[{'id': '1121'}, {'id': '1381'}, {'id': '1370'}, {'id': '9547'}, {'id': '1263'}]","[{'id': '636f749282734482ba7ea8092d8b1deb', 'namespace': '2e32af4418934f70a72e6a64d4813806'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'false'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 119, 'originalPrice': 199, 'voucherDiscount': 0, 'discount': 80, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$1.99', 'discountPrice': '$1.19', 'intermediatePrice': '$1.19'}}, 'lineOffers': [{'appliedRules': [{'id': '72b130af14344a4787a51abf71564d79', 'endDate': '2023-06-28T23:00:00.000Z', 'discountSetting': {'discountType': 'PERCENTAGE'}}]}]}"
Fly Corp,5f8ea97ec3014e95b1bffeb0cb3b1121,3bb63a39c60c4459a5a526eb6a4b08b5,"Develop your own transport network in various countries and cities: open new routes, buy new planes and upgrade them, increase capacity of the airports!",2023-06-22T03:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/087738d5c5e54afba36a522452409129/fly-corp-wqjmv.jpeg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/087738d5c5e54afba36a522452409129/fly-corp-1o8uk.jpeg'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/087738d5c5e54afba36a522452409129/fly-corp-1o8uk.jpeg'}]",{'mappings': [{'pageSlug': 'fly-corp-398021'}]},1199,"{'id': 'o-k7syqsje4w45y8m5d4turmgu72hqze', 'name': 'Kirill Shcherbakov'}",,5bb06153d3914c19983d7d13fc0d35b9,,"[{'id': '1393'}, {'id': '1299'}, {'id': '19847'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}, {'id': '1263'}]","[{'id': 'dc65937415084f3caca848f310560553', 'namespace': '3bb63a39c60c4459a5a526eb6a4b08b5'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 839, 'originalPrice': 1199, 'voucherDiscount': 0, 'discount': 360, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$11.99', 'discountPrice': '$8.39', 'intermediatePrice': '$8.39'}}, 'lineOffers': [{'appliedRules': [{'id': '6f8018387b054c4d9cf27d8c238fe3c7', 'endDate': '2023-06-29T03:00:00.000Z', 'discountSetting': {'discountType': 'PERCENTAGE'}}]}]}"
Souls Of Chronos,2e9161fc0eae44df8b403408c89ae2f0,fc740bd5bc244b50a36620a391980636,"The Apocalypse shattered a world in disarray. Facing his impending death, a young boy named Sid crossed paths with Torii, a girl who feeds on the energy of time. In the harbour town of Astella, a mysterious adventure is about to unfold...",2023-06-22T00:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/74dd0d3730194c75b4adaee3071475c3/souls-of-chronos-tizsj.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/74dd0d3730194c75b4adaee3071475c3/souls-of-chronos-hvsyv.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/74dd0d3730194c75b4adaee3071475c3/souls-of-chronos-hvsyv.png'}]",{'mappings': [{'pageSlug': 'souls-of-chronos-3b6ffa'}]},1499,"{'id': 'o-52rq8g5q4vkhx4tmd8vm8b8pckytry', 'name': 'Astrolabe Games'}",,65e550a7895e4857aea80108cc2427c3,,"[{'id': '21894'}, {'id': '1287'}, {'id': '19847'}, {'id': '1370'}, {'id': '1117'}, {'id': '9549'}, {'id': '1263'}]","[{'id': '0ffaa3fbcf6b420c85c598c20e81ced9', 'namespace': 'fc740bd5bc244b50a36620a391980636'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games'}, {'path': 'games/edition'}, {'path': 'games/edition/base'}]","{'totalPrice': {'discountPrice': 1499, 'originalPrice': 1499, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$14.99', 'discountPrice': '$14.99', 'intermediatePrice': '$14.99'}}, 'lineOffers': [{'appliedRules': []}]}"
Active DBG Brave's Rage,3f284d109ad5488587eb69941efb350f,767ef5b53bde471090219bbec4f9d78a,Brave's Rage is a challenging roguelite deckbuilding game that features an ATB combat system. Players will have to think critically to build their decks and make strategic decisions in the nick of time. Create your dynamic duo from a total of 9 playable Braves!,2023-06-22T00:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/5d52eab8ae8c4737a9a209c4f118687f/active-dbg-braves-rage-2egy8.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/5d52eab8ae8c4737a9a209c4f118687f/active-dbg-braves-rage-h0ufb.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/5d52eab8ae8c4737a9a209c4f118687f/active-dbg-braves-rage-h0ufb.png'}]",{'mappings': [{'pageSlug': 'active-dbg-braves-rage-deed2f'}]},1799,"{'id': 'o-52rq8g5q4vkhx4tmd8vm8b8pckytry', 'name': 'Astrolabe Games'}",,bb3e6501da8e4925a9803683ae2f4158,,"[{'id': '19847'}, {'id': '1370'}, {'id': '1083'}, {'id': '9547'}, {'id': '1181'}, {'id': '9549'}, {'id': '1263'}]","[{'id': '38d825fc63d54b73b18a536de8d0d718', 'namespace': '767ef5b53bde471090219bbec4f9d78a'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games'}, {'path': 'games/edition'}, {'path': 'games/edition/base'}]","{'totalPrice': {'discountPrice': 1799, 'originalPrice': 1799, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$17.99', 'discountPrice': '$17.99', 'intermediatePrice': '$17.99'}}, 'lineOffers': [{'appliedRules': []}]}"
Gods Unchained,25bb19e980954753ac092499a6266eeb,749a943da8ca4937883c195aea8b2652,"An Award-winning trading card game where you own your in-game items. Collect unique cards, build powerful decks & compete in skill-based battles. Led by Chris Clay, former Game Director of Magic: The Gathering Arena. Experience true ownership & strategic gameplay. Play now!",2023-06-22T00:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/0668c386b36843ee816eccaa027005a8/gods-unchained-1cime.jpg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/0668c386b36843ee816eccaa027005a8/gods-unchained-1gwmo.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/0668c386b36843ee816eccaa027005a8/gods-unchained-1gwmo.png'}]","{'mappings': [{'pageSlug': 'gods-unchained-9b2cb5'}, {'pageSlug': 'gods-unchained-faq-59d51d'}]}",0,"{'id': 'o-y8euh5l86sxkub5gpjszjn6yjl3zsy', 'name': 'Immutable'}",,3c95fef648c34621b08aa0edc13f3f34,,"[{'id': '1088'}, {'id': '1203'}, {'id': '1299'}, {'id': '1287'}, {'id': '22776'}, {'id': '1370'}, {'id': '9547'}, {'id': '21739'}, {'id': '1181'}, {'id': '10719'}]","[{'id': '72aed104f4294539b8193cc3719d4953', 'namespace': '749a943da8ca4937883c195aea8b2652'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'false'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'false'}, {'key': 'isBlockchainUsed', 'value': 'true'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 0, 'originalPrice': 0, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '0', 'discountPrice': '0', 'intermediatePrice': '0'}}, 'lineOffers': [{'appliedRules': []}]}"
Coffee Talk Episode 2 - Hibiscus and Butterfly,c9a9847afad14f448fcc278a51d025be,901880c636ef456e936d376fbe089f11,"In a time where people are isolated from each other, Coffee Talk is a place where we can reconnect over a cup of warm drink. You are a barista, and your customers aren't always humans, listen to their stories and influence their hearts with a warm cup of coffee or two.",2023-06-21T11:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/9ea5993d1b1c4f72aacd43253ed40749/coffee-talk-episode-2--hibiscus-and-butterfly-10mbp.jpg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/9ea5993d1b1c4f72aacd43253ed40749/coffee-talk-episode-2--hibiscus-and-butterfly-j4vte.jpg'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/9ea5993d1b1c4f72aacd43253ed40749/coffee-talk-episode-2--hibiscus-and-butterfly-j4vte.jpg'}]",{'mappings': [{'pageSlug': 'coffee-talk-episode-2-hibiscus-and-butterfly-c110ad'}]},1499,"{'id': 'o-vrtlu8lxhjz8v6qujmyyydpxfz8ufz', 'name': 'Toge Productions'}",,e428c94e95c0499e9cefaad6a35452fa,,"[{'id': '1395'}, {'id': '21894'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}]","[{'id': '98b095cc3c4a44e0b30b2d3e614b1d79', 'namespace': '901880c636ef456e936d376fbe089f11'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 1199, 'originalPrice': 1499, 'voucherDiscount': 0, 'discount': 300, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$14.99', 'discountPrice': '$11.99', 'intermediatePrice': '$11.99'}}, 'lineOffers': [{'appliedRules': [{'id': '8f2c012c62204e67bd1351fa03e8d19c', 'endDate': '2023-06-27T11:00:00.000Z', 'discountSetting': {'discountType': 'PERCENTAGE'}}]}]}"
Last Labyrinth,f959695e519d4cf79bbaf23b873fa009,63e942fbfc8e40a5af2f7749a8cbcc09,"An escape adventure game in which you work with ""Katia,"" a girl who speaks a mysterious language, to escape from a hall where death traps are set.",2023-06-21T04:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/71f3ab0d064b4517b8d1cb0b8dfe8dcc/last-labyrinth-1jrzr.jpg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/71f3ab0d064b4517b8d1cb0b8dfe8dcc/last-labyrinth-59vfm.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/71f3ab0d064b4517b8d1cb0b8dfe8dcc/last-labyrinth-59vfm.png'}]",{'mappings': [{'pageSlug': 'last-labyrinth-5aed27'}]},2999,"{'id': 'o-yxxtv9g6yuwmlbxvzdv29tmwq7hbbj', 'name': 'AMATA Games'}",,bddc4794cc41402e8b42b6d318f642de,,"[{'id': '1298'}, {'id': '1370'}, {'id': '1179'}, {'id': '9547'}, {'id': '1117'}, {'id': '9549'}, {'id': '1263'}]","[{'id': 'ad3ebb992aa9455da919d21342ae46f5', 'namespace': '63e942fbfc8e40a5af2f7749a8cbcc09'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 2999, 'originalPrice': 2999, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$29.99', 'discountPrice': '$29.99', 'intermediatePrice': '$29.99'}}, 'lineOffers': [{'appliedRules': []}]}"
Life Changer,1dc837b54f2a4b71884f0ce9e27de731,f853934fb6874d8783701be12ba6b8b9,"Life Changer is a life simulation RPG where you can take on a solo or multiplayer path of personal development. Seek opportunities through exploration, acquire skills, education, advance your career, invest, and grow businesses to achieve life goals and realize your dream life.",2023-06-21T01:30:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/322a43dd7cd24a7caca9f46033d8d491/life-changer-n4a08.jpg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/322a43dd7cd24a7caca9f46033d8d491/life-changer-1k1ix.jpg'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/322a43dd7cd24a7caca9f46033d8d491/life-changer-1k1ix.jpg'}]",{'mappings': [{'pageSlug': 'life-changer-64fc81'}]},1499,"{'id': 'o-cmhmyfqt3mtxg2379tjptwl44kzu9t', 'name': 'DCTK'}",,f5548c41ff574340b39a8b497fd7e058,,"[{'id': '1393'}, {'id': '1203'}, {'id': '1299'}, {'id': '1367'}, {'id': '19847'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}]","[{'id': '11a04ba8daf844d9a51320a62d8b4225', 'namespace': 'f853934fb6874d8783701be12ba6b8b9'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games'}, {'path': 'games/edition'}, {'path': 'games/edition/base'}]","{'totalPrice': {'discountPrice': 1499, 'originalPrice': 1499, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$14.99', 'discountPrice': '$14.99', 'intermediatePrice': '$14.99'}}, 'lineOffers': [{'appliedRules': []}]}"
STASIS : BONE TOTEM,5295b743ae1241b792a0591354057774,1cc65ff03931492b8e8c288b6fd92e8c,"Get ready for a thrilling underwater adventure with classic point-and-click gameplay. Sci-fi & horror, we have it here! Explore with three characters simultaneously. Featuring atmospheric isometric graphics, rendered video, and a soundtrack by Mark Morgan.",2023-06-20T20:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/aa889a5e4bfe4192954deeade985cbd9/stasis-bone-totem-9q3ph.jpg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/aa889a5e4bfe4192954deeade985cbd9/stasis-bone-totem-t2ekw.jpg'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/aa889a5e4bfe4192954deeade985cbd9/stasis-bone-totem-t2ekw.jpg'}]",{'mappings': [{'pageSlug': 'stasis-bone-totem-ca8320'}]},1999,"{'id': 'o-vvs3e5njyumqmye6qpxeykpl8atf7b', 'name': 'BURN VISUAL ILLUSTRATION CC'}",,be3d1c2f1f2047e09a6c55ccccaa0c85,,"[{'id': '1298'}, {'id': '1218'}, {'id': '21894'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}]","[{'id': '133afe00d44b43048d08628a368f20fa', 'namespace': '1cc65ff03931492b8e8c288b6fd92e8c'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'false'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 1599, 'originalPrice': 1999, 'voucherDiscount': 0, 'discount': 400, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$19.99', 'discountPrice': '$15.99', 'intermediatePrice': '$15.99'}}, 'lineOffers': [{'appliedRules': [{'id': '5de7ddf31cdf4b5dbd2ce256626fdcca', 'endDate': '2023-06-27T10:00:00.000Z', 'discountSetting': {'discountType': 'PERCENTAGE'}}]}]}"
Torch Cave,effa734252d64be5bccb9f6410308455,3c9e5ab8388f4f179a092f070431ebb0,"Torch Cave will lead you through a mysterious cave full of traps, surprises and supernatural elements! As Quentin Grotta, a renowned adventurer, you will get the chance to explore 40 sub caves and find your way out of every one of them.",2023-06-20T14:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/df499bb1fa3d42ef905bbd046c272048/torch-cave-voiii.jpg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/df499bb1fa3d42ef905bbd046c272048/torch-cave-156nz.jpg'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/df499bb1fa3d42ef905bbd046c272048/torch-cave-156nz.jpg'}]",{'mappings': [{'pageSlug': 'torch-cave-828b66'}]},999,"{'id': 'o-zag4jw84ryky26jswltnbuur4qyvva', 'name': 'Bearbones Crew'}",,30e1cc5193c5421db268f50e19185f86,,"[{'id': '1298'}, {'id': '1370'}, {'id': '9547'}, {'id': '1151'}, {'id': '1263'}]","[{'id': 'cc0192b823834afb8091f697a7a8ba3b', 'namespace': '3c9e5ab8388f4f179a092f070431ebb0'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'false'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 799, 'originalPrice': 999, 'voucherDiscount': 0, 'discount': 200, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$9.99', 'discountPrice': '$7.99', 'intermediatePrice': '$7.99'}}, 'lineOffers': [{'appliedRules': [{'id': '4b9dae3a023d405baa863066297bad8e', 'endDate': '2023-06-27T14:00:00.000Z', 'discountSetting': {'discountType': 'PERCENTAGE'}}]}]}"
Awesome Pea 2,19eb50de774b453b8491f40c95d4e275,f5a9dcb6642c4a569a3fd458e023000b,"Awesome Pea 2 is a classic retro platformer! Explore dark dungeons, brave deadly traps, and collect shiny gold coins in 25 challenging levels. With pixelated graphics, a nostalgic soundtrack, and addictive gameplay, it's a must-play for all platformer enthusiasts!",2023-06-20T13:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/9ad15fa2f366404db4ed94ff12999640/awesome-pea-2-6wp41.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/9ad15fa2f366404db4ed94ff12999640/awesome-pea-2-19nfo.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/9ad15fa2f366404db4ed94ff12999640/awesome-pea-2-19nfo.png'}]",{'mappings': [{'pageSlug': 'awesome-pea-2-45617a'}]},499,"{'id': 'o-lk3h3v3ddypmx7zferz37x5l86w54p', 'name': 'Meridian4'}",,7cd41ef0446d413a813c698740df2d6e,,"[{'id': '1336'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1151'}, {'id': '1263'}]","[{'id': '1f0d609af15a43ccb91867a09dc9eb9f', 'namespace': 'f5a9dcb6642c4a569a3fd458e023000b'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'false'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 299, 'originalPrice': 499, 'voucherDiscount': 0, 'discount': 200, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$4.99', 'discountPrice': '$2.99', 'intermediatePrice': '$2.99'}}, 'lineOffers': [{'appliedRules': [{'id': '29f7fd843fab45fd832587572dff5518', 'endDate': '2023-06-27T13:00:00.000Z', 'discountSetting': {'discountType': 'PERCENTAGE'}}]}]}"
